replicate,beta_high,delta,num_sellers,total_value,normalized_welfare,welfare,lambda,num_edges
3,0.7,0.9,10,1.0,0.0,0.0,0.0,0
3,0.9,0.9,10,1.0,0.0,0.0,0.0,0
3,0.7,0.9,10,1.0,0.0,0.0,0.5,0
3,0.9,0.9,10,1.0,0.0,0.0,0.5,0
3,0.7,0.9,10,1.0,0.0,0.0,1.0,0
3,0.9,0.9,10,1.0,0.0,0.0,1.0,0
3,0.7,1.0,10,1.0,0.0,0.0,0.0,0
3,0.9,1.0,10,1.0,0.0,0.0,0.0,0
3,0.7,1.0,10,1.0,0.0,0.0,0.5,0
3,0.9,1.0,10,1.0,0.0,0.0,0.5,0
3,0.7,1.0,10,1.0,0.0,0.0,1.0,0
3,0.9,1.0,10,1.0,0.0,0.0,1.0,0
4,0.7,0.0,1,0.24347826086956523,0.1782608695652174,12.3,0.0,159
4,0.9,0.0,1,0.18292682926829265,0.17073170731707316,21.0,0.0,225
4,0.7,0.0,1,0.2555555555555556,0.1841269841269841,11.6,0.5,153
4,0.9,0.0,1,0.34285714285714286,0.12857142857142856,8.1,0.5,45
4,0.7,0.0,1,0.24347826086956523,0.09130434782608697,6.300000000000001,1.0,69
4,0.9,0.0,1,0.3,0.12,9.0,1.0,60
4,0.7,0.1,2,0.39753086419753086,0.28641975308641976,23.199999999999996,0.0,312
4,0.9,0.1,2,0.5399999999999999,0.4999999999999999,37.5,0.0,340
4,0.7,0.1,2,0.3975308641975309,0.21234567901234566,17.2,0.5,237
4,0.9,0.1,2,0.6,0.5523809523809524,34.800000000000004,0.5,320
4,0.7,0.1,2,0.4260869565217391,0.12173913043478259,8.399999999999999,1.0,108
4,0.9,0.1,2,0.42727272727272725,0.15454545454545454,15.3,1.0,150
4,0.7,0.2,3,0.5428571428571429,0.3285714285714285,20.699999999999996,0.0,369
4,0.9,0.2,3,0.6,0.43333333333333335,42.900000000000006,0.0,420
4,0.7,0.2,3,0.5444444444444445,0.15555555555555556,12.6,0.5,183
4,0.9,0.2,3,0.5999999999999999,0.3121212121212121,30.9,0.5,305
4,0.7,0.2,3,0.5310344827586206,0.1689655172413793,14.699999999999998,1.0,216
4,0.9,0.2,3,0.6517241379310346,0.18620689655172412,16.2,1.0,135
4,0.7,0.3,4,0.66,0.34,25.5,0.0,410
4,0.9,0.3,4,0.8571428571428571,0.5714285714285714,36.0,0.0,405
4,0.7,0.3,4,0.6322580645161291,0.18064516129032263,16.800000000000004,0.5,272
4,0.9,0.3,4,0.84,0.44,33.0,0.5,330
4,0.7,0.3,4,0.6517241379310346,0.16896551724137931,14.7,1.0,228
4,0.9,0.3,4,0.681081081081081,0.19459459459459458,21.599999999999998,1.0,240
4,0.7,0.4,5,0.7436781609195403,0.27816091954022987,24.2,0.0,390
4,0.9,0.4,5,0.8968253968253967,0.5873015873015872,37.0,0.0,465
4,0.7,0.4,5,0.7507246376811594,0.2507246376811594,17.299999999999997,0.5,345
4,0.9,0.4,5,0.8968253968253967,0.5873015873015872,37.0,0.5,465
4,0.7,0.4,5,0.7476190476190476,0.2,12.600000000000001,1.0,305
4,0.9,0.4,5,0.8968253968253969,0.01587301587301587,0.9999999999999998,1.0,75
4,0.7,0.5,6,0.8289855072463769,0.3507246376811594,24.2,0.0,439
4,0.9,0.5,6,0.9090909090909091,0.4545454545454545,44.99999999999999,0.0,480
4,0.7,0.5,6,0.8241379310344827,0.16896551724137931,14.7,0.5,262
4,0.9,0.5,6,0.9301587301587301,0.5968253968253968,37.6,0.5,495
4,0.7,0.5,6,0.8333333333333334,0.07333333333333336,5.500000000000002,1.0,140
4,0.9,0.5,6,0.9310344827586207,0.13793103448275865,12.000000000000002,1.0,145
4,0.7,0.6,7,0.888888888888889,0.29365079365079366,18.5,0.0,376
4,0.9,0.6,7,0.96,0.34,25.5,0.0,350
4,0.7,0.6,7,0.8925925925925926,0.20740740740740743,16.8,0.5,307
4,0.9,0.6,7,0.9571428571428571,0.21904761904761905,13.8,0.5,265
4,0.7,0.6,7,0.8913043478260869,0.17391304347826086,12.0,1.0,273
4,0.9,0.6,7,0.9586206896551724,0.1482758620689655,12.899999999999999,1.0,185
4,0.7,0.7,8,0.9391304347826086,0.24347826086956523,16.8,0.0,312
4,0.9,0.7,8,0.98,0.34,25.5,0.0,340
4,0.7,0.7,8,0.94,0.22,16.5,0.5,300
4,0.9,0.7,8,0.9777777777777777,0.02539682539682539,1.5999999999999996,0.5,120
4,0.7,0.7,8,0.9391304347826086,0.06956521739130436,4.800000000000001,1.0,152
4,0.9,0.7,8,0.98,0.019999999999999993,1.4999999999999996,1.0,90
4,0.7,0.8,9,0.9777777777777779,0.1074074074074074,8.7,0.0,159
4,0.9,0.8,9,0.9933333333333333,0.17333333333333334,13.0,0.0,185
4,0.7,0.8,9,0.98,0.040000000000000015,3.000000000000001,0.5,80
4,0.9,0.8,9,0.9901960784313726,0.019607843137254898,0.9999999999999998,0.5,90
4,0.7,0.8,9,0.9777777777777779,0.03333333333333333,2.7,1.0,69
4,0.9,0.8,9,0.9918918918918919,0.005405405405405404,0.5999999999999999,1.0,15
4,0.7,0.9,10,1.0,0.0,0.0,0.0,0
4,0.9,0.9,10,1.0,0.0,0.0,0.0,0
4,0.7,0.9,10,1.0,0.0,0.0,0.5,0
4,0.9,0.9,10,1.0,0.0,0.0,0.5,0
4,0.7,0.9,10,1.0,0.0,0.0,1.0,0
4,0.9,0.9,10,1.0,0.0,0.0,1.0,0
4,0.7,1.0,10,1.0,0.0,0.0,0.0,0
4,0.9,1.0,10,1.0,0.0,0.0,0.0,0
4,0.7,1.0,10,1.0,0.0,0.0,0.5,0
4,0.9,1.0,10,1.0,0.0,0.0,0.5,0
4,0.7,1.0,10,1.0,0.0,0.0,1.0,0
4,0.9,1.0,10,1.0,0.0,0.0,1.0,0
5,0.7,0.0,1,0.23333333333333334,0.1733333333333333,12.999999999999998,0.0,165
5,0.9,0.0,1,0.29999999999999993,0.27999999999999997,21.0,0.0,185
5,0.7,0.0,1,0.21604938271604943,0.08641975308641976,7.0,0.5,91
5,0.9,0.0,1,0.25862068965517243,0.2413793103448276,21.0,0.5,195
5,0.7,0.0,1,0.23333333333333334,0.09333333333333334,7.0,1.0,80
5,0.9,0.0,1,0.3,0.12,9.0,1.0,60
5,0.7,0.1,2,0.42,0.3,22.5,0.0,300
5,0.9,0.1,2,0.5399999999999999,0.4999999999999999,37.5,0.0,340
5,0.7,0.1,2,0.37816091954022985,0.1367816091954023,11.9,0.5,174
5,0.9,0.1,2,0.47586206896551714,0.3034482758620689,26.4,0.5,245
5,0.7,0.1,2,0.3975308641975309,0.1382716049382716,11.2,1.0,152
5,0.9,0.1,2,0.47586206896551725,0.16551724137931031,14.399999999999999,1.0,120
5,0.7,0.2,3,0.56,0.38,28.5,0.0,405
5,0.9,0.2,3,0.7941176470588234,0.7058823529411764,36.0,0.0,405
5,0.7,0.2,3,0.56,0.29999999999999993,22.499999999999996,0.5,330
5,0.9,0.2,3,0.6000000000000001,0.19090909090909092,18.900000000000002,0.5,180
5,0.7,0.2,3,0.5444444444444445,0.15555555555555559,12.600000000000001,1.0,183
5,0.9,0.2,3,0.6,0.1909090909090909,18.9,1.0,180
5,0.7,0.3,4,0.6579710144927537,0.3971014492753623,27.4,0.0,456
5,0.9,0.3,4,0.8399999999999999,0.7599999999999999,57.0,0.0,560
5,0.7,0.3,4,0.6579710144927536,0.22318840579710142,15.399999999999999,0.5,296
5,0.9,0.3,4,0.857142857142857,0.5714285714285713,35.99999999999999,0.5,405
5,0.7,0.3,4,0.6592592592592592,0.14074074074074072,11.399999999999999,1.0,184
5,0.9,0.3,4,0.84,0.28,21.0,1.0,200
5,0.7,0.4,5,0.7481481481481481,0.3222222222222222,26.099999999999998,0.0,425
5,0.9,0.4,5,0.8968253968253966,0.7777777777777776,48.99999999999999,0.0,575
